item_desc|corp_item_brand_name|pim_item_class_desc|pim_item_sub_class_desc|state|flavor|pim_tasting_notes
CODIGO 1530 TEQ ROSA BL BRL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ REP(LEAGUERANCH)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(SPECS REPO)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ROSA BL80 W/50MLHH|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO(VAUGHNST1)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(TWM#140209)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(KBCADVISOR1)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(TWM140212)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(RADICAL HOS)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||agave, vanilla, pepper
CODIGO 1530 TEQ REP(R33GRP1016)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ BL(ODELAYTEXMEX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ROSA BL(FRONTBURN)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ REP(TWIN LIQ)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ REP(TAPATIOSPH)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ANEJO(GDYGDYGLD|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ROSA BL(TWM190011)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ EX AN OR(TWM)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 years our Origen has aromas of spice, vanilla, caramel and sweet oak that lend to a robust palate, teeming with flavors of dried fig and cinnamon.
CODIGO 1530 TEQ REP(REST33GRP)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ REP(TWM#140211)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(PINKIES TX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO(VAUGHNST2)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(GAYLORDTEX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP 80 W/2 GLASSES|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO(PRMFWNGLD)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(TXFLAGED)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ ROSA REP(TUASADOR|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(TRIPLEATX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(CIRCLE STAR)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ ANEJO RH|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ BL(905168)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO BS(RPBLCBT)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ EX AN OR(SPECSH)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 years our Origen has aromas of spice, vanilla, caramel and sweet oak that lend to a robust palate, teeming with flavors of dried fig and cinnamon.
CODIGO 1530 TEQ REP(EASTDILFLAT)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(SEXYFISHFL)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ ANEJO(SPECSSHRY)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ EX AN OR(SPECS)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 years our Origen has aromas of spice, vanilla, caramel and sweet oak that lend to a robust palate, teeming with flavors of dried fig and cinnamon.
CODIGO 1530 TEQ REP(ROSE ROCK)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ANEJO(WBL211024)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ROSA REP BRL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ROSA BL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged in uncharred cabernet barrels our Rosa leads with bright agave character and finishes with the soft floral notes of Cabernet.
CODIGO 1530 TEQ ANEJO(HOPSCOTCH)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ANEJO BS(LNGHRN)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ROSA REP(21-1751)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ROSA BL 5/12PK|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged in uncharred cabernet barrels our Rosa leads with bright agave character and finishes with the soft floral notes of Cabernet.
CODIGO 1530 TEQ ANEJO BRL STR 86.2|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO BS(SPECS)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Subtle caramelized vanilla and dark chocolate notes, swirling with toasted oak aroma. Soft on the palate with no throaty burn.
CODIGO 1530 TEQ ANEJO(BTO&SNGLD)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ANEJO BS(WBLIQ)88|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(PINKIES TX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ BL SAUV BRL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(ROSRCK)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(FLOYDSCAJUN)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ EX AN OR 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 years our Origen has aromas of spice, vanilla, caramel and sweet oak that lend to a robust palate, teeming with flavors of dried fig and cinnamon.
CODIGO 1530 TEQ REP(FRONBUR22-2285|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ROSA BL(PEGGYS#2)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ ROSA BL(TWM190024)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ REP(OHSO)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 months our Reposado is bright with sweet agave notes with the added complexity of vanilla, toasted caramel and subtle cocoa powder.
CODIGO 1530 TEQ REP(TOWN&COUTRY)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ EX ANEJO 15Y 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO(RCH HNDGD)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ANEJO RH DBL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO(VISTAWINE)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ROSA BL(TWM190021)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ REP(TWM#140212)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(LOL LIQ)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ROSA BL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||cabernet, agave
CODIGO 1530 TEQ ROSA REP(JOSETX)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(ESCONDIDO)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ BL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ROSA BL(SIP&SAVOR)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged in uncharred cabernet barrels our Rosa leads with bright agave character and finishes with the soft floral notes of Cabernet.
CODIGO 1530 TEQ REP(COMMONWEALTH|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ROSA BL(ROSEWDMAN)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ BL(905168)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ BL(SMOKEY ROSE)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ANEJO(GSENCOREG)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(TWM140208)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(ROCKNCONCEPT)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ EX AN OR(SPECSCOG)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 6 years our Origen has aromas of spice, vanilla, caramel and sweet oak that lend to a robust palate, teeming with flavors of dried fig and cinnamon.
CODIGO 1530 TEQ ANEJO(SPK160064)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ EX AN OR W/GL|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ BL(TX LIQORS)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ EX ANEJO 80 W/2FGL|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO(SPECS TX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ANEJO(LONGHORN)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ BL(CHACHIS)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(SPECSREPOTX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ANEJO(GAYLORD TEAM|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(BALLINGR221355|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(LOYALTY LIQ)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ BL(SPECS TX)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(FLAT CREEK)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ANEJO BS(MAVERICK)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ROSA BL 80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ BL(PARLORIDOL)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ROSA BL(BOHANANS)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ REP(GG#22-2277)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ ANEJO BS(WBLIQ)88|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(TWM140209)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(LINDWALL)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ROSA BL(PRFNWN)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ ROSA BL(TWM190009)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ ROSA BL 80W/CKT PK|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||This cask strength bourbon has notes that vary by selection and stave combination.
CODIGO 1530 TEQ ANEJO(TWM1014)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ ANEJO(GEOSTRGLD)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
CODIGO 1530 TEQ REP(ROSEROCKWTH)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(TX LIQUOR VICT|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ EX AN OR(G STRAIT)|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
CODIGO 1530 TEQ REP(TX LIQUOR)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(TWM140207)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ REP(BRLPRG)80|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Never touching a barrel, our Blanco has an earthy and mineral character that balances the citrusy sweetness beautifully.
CODIGO 1530 TEQ ROSA BL80 W/50MLHH|CODIGO 1530|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Aged in uncharred cabernet barrels our Rosa leads with bright agave character and finishes with the soft floral notes of Cabernet.
COLLIER&MCKEEL WHISKEY 86|COLLIER AND MCKEEL|WHISKEY-AMERICAN|TENNESSEE WHISKEY|TX||
E H TAYLOR JR BBN BP 129.3|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The aroma of cooked berries meets the nose, followed by a rich caramel and slightly floral smell. The taste is bold and full of spice that fills the mouth with a distinct flavor of toasty vanilla, dried oak and pepper.
EH TAYLOR JR BBN BP 130.3|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The aroma of cooked berries meets the nose, followed by a rich caramel and slightly floral smell. The taste is bold and full of spice that fills the mouth with a distinct flavor of toasty vanilla, dried oak and pepper. The finish is long and satisfying wi
E H TAYLOR BBN MARRIAGE BIB 18Y100|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
E H TAYLOR JR BBN BP 127.2|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The aroma of cooked berries meets the nose, followed by a rich caramel and slightly floral smell. The taste is bold and full of spice that fills the mouth with a distinct flavor of toasty vanilla, dried oak and pepper. The finish is long and satisfying wi
E H TAYLOR BBN SNGL BRL(LKWD M)100|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
E H TAYLOR JR BBN BP 128.1|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The aroma of cooked berries meets the nose, followed by a rich caramel and slightly floral smell. The taste is bold and full of spice that fills the mouth with a distinct flavor of toasty vanilla, dried oak and pepper. The finish is long and satisfying wi
E H TAYLOR BBN SB(SPECS LIQ)100|COLONEL E.H. TAYLOR JR.|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||This bourbon's aroma is of lightly toasted oak, with dried figs and butterscotch. Its sweetness is balanced with tobacco and dark spices.
